strat_field,bin_label,n_segments,odd_ratio_post_median,parity_lock_fraction,phi0_proxy_abs_median,I_knee_norm_median
temp_bin,nan,4810,5.786369189190257,0.0,1.9765271078587228,0.6115288220551378
