file_id,branch_id,model,odd_ratio_post_before,odd_ratio_post_after,odd_ratio_post_reduction,warp_magnitude,pipeline_version
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000278250],1,odd_cubic,143.69720165277013,143.69720165277013,0.0,0.0,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000278250],1,odd_kink,143.69720165277013,143.6972016528688,-6.867230120515044e-13,8.024545447395785e-06,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000279000],1,odd_cubic,355.2101424292057,355.2101424292057,0.0,0.0,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000279000],1,odd_kink,355.2101424292057,355.2101424289714,6.596336775235773e-13,9.57404703223627e-06,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000279750],1,odd_cubic,128.0777352719329,128.0777352719329,0.0,0.0,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000279750],1,odd_kink,128.0777352719329,128.07770922780523,2.0334625392987612e-07,3.5366687354147725e-07,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000280500],1,odd_cubic,62.2953963450374,62.2953963450374,0.0,0.0,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000280500],1,odd_kink,62.2953963450374,62.6092158568633,-0.005037603582899386,1.8790606769804845e-07,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000281250],1,odd_cubic,80.95616386580599,80.95616386580599,0.0,0.0,6.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000281250],1,odd_kink,80.95616386580599,80.53785737768519,0.005167073983572094,0.20000052606951668,6.0
