file_id,n_branches,n_parity_valid,odd_ratio_post_branchsafe,odd_ratio_post_dispersion,delta_odd_ratio_post,I_knee_norm_branchsafe,delta_I_knee_norm,parity_lock_fraction,parity_lock_consistency,pipeline_version
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000010875],1,1,2.206905757730707,0.0,0.0,0.6791979949874688,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000011250],1,1,2.2438307363869283,0.0,0.0,0.6791979949874686,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000011625],1,1,2.2160557900810423,0.0,0.0,0.6867167919799498,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000012000],1,1,2.181582946986895,0.0,0.0,0.681704260651629,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000012375],1,1,2.196243259645055,0.0,0.0,0.6817042606516291,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000012750],1,1,2.137243626642765,0.0,0.0,0.6842105263157895,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000013125],1,1,2.1754372929619854,0.0,0.0,0.6842105263157895,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000013500],1,1,2.1688319627142802,0.0,0.0,0.6842105263157895,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000013875],1,1,2.130344765502096,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000014250],1,1,2.127330073659133,0.0,0.0,0.6842105263157895,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000014625],1,1,2.147718198676482,0.0,0.0,0.6842105263157894,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000015000],1,1,2.1139009974365552,0.0,0.0,0.6892230576441103,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000015375],1,1,2.0754724946466983,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000015750],1,1,2.028362757437218,0.0,0.0,0.6917293233082706,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000016125],1,1,2.0211284489108947,0.0,0.0,0.6917293233082706,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000016500],1,1,2.050141747958804,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000016875],1,1,2.0629719680641156,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000017250],1,1,2.0732757935355512,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000017625],1,1,2.0559099309505355,0.0,0.0,0.6917293233082706,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000018000],1,1,2.0574830347509465,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000018375],1,1,2.048178698257488,0.0,0.0,0.694235588972431,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000018750],1,1,2.068997595428551,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000019125],1,1,2.054933968936861,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000019500],1,1,2.0860980399623155,0.0,0.0,0.6892230576441103,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000019875],1,1,2.134265645906697,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000020250],1,1,2.1545941566454587,0.0,0.0,0.6867167919799498,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000020625],1,1,2.1691212592169125,0.0,0.0,0.6892230576441102,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000021000],1,1,2.1630064284731088,0.0,0.0,0.6842105263157895,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000021375],1,1,2.153067468806408,0.0,0.0,0.6892230576441103,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000021750],1,1,2.144955363875593,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000022125],1,1,2.0740413384830023,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000022500],1,1,2.096955359173365,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000022875],1,1,2.1156626219273678,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000023250],1,1,2.1057165538339957,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000023625],1,1,2.083206947787175,0.0,0.0,0.6917293233082706,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000024000],1,1,2.1034772422568264,0.0,0.0,0.6892230576441102,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000024375],1,1,2.137879658267603,0.0,0.0,0.68671679197995,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000024750],1,1,2.112251860671933,0.0,0.0,0.6892230576441103,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000025125],1,1,2.148017684862971,0.0,0.0,0.6892230576441103,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000025500],1,1,2.1262200145838674,0.0,0.0,0.6942355889724312,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000025875],1,1,2.104448169732571,0.0,0.0,0.6942355889724312,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000026250],1,1,2.075569565531837,0.0,0.0,0.6967418546365914,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000026625],1,1,2.0492849251259484,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000027000],1,1,2.066615547976433,0.0,0.0,0.6992481203007518,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000027375],1,1,2.0446326599679394,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000027750],1,1,2.0837145124401033,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000028125],1,1,2.0893028958753947,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000028500],1,1,2.109752414491366,0.0,0.0,0.6992481203007518,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000028875],1,1,2.1061136888249767,0.0,0.0,0.6917293233082706,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000029250],1,1,2.113560985502499,0.0,0.0,0.6892230576441103,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000029625],1,1,2.1186942311756205,0.0,0.0,0.6892230576441104,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000030000],1,1,2.107123962791739,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000030375],1,1,2.0994848801709893,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000030750],1,1,2.068229260252777,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000031125],1,1,2.0615554678232173,0.0,0.0,0.694235588972431,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000031500],1,1,2.0663047178410556,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000031875],1,1,2.068923214055429,0.0,0.0,0.6942355889724312,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000032250],1,1,2.068317753930642,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000032625],1,1,2.0698834033855187,0.0,0.0,0.6917293233082706,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000033000],1,1,2.058828137902545,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000033375],1,1,2.0862385971543906,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000033750],1,1,2.0778909860680517,0.0,0.0,0.6942355889724312,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000034125],1,1,2.0356800886684874,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000034500],1,1,2.079369991738857,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000034875],1,1,2.0822887935786065,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000035250],1,1,2.081384969929845,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000035625],1,1,2.0787312666006823,0.0,0.0,0.6917293233082707,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000036000],1,1,2.0526196339178453,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000036375],1,1,2.0389665978495737,0.0,0.0,0.6967418546365914,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000036750],1,1,2.03534208711319,0.0,0.0,0.6992481203007518,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000037125],1,1,2.036111976544108,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000037500],1,1,2.0434425714728146,0.0,0.0,0.6967418546365914,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000037875],1,1,2.031291682630491,0.0,0.0,0.6942355889724311,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000038250],1,1,2.0221999935401658,0.0,0.0,0.6967418546365914,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000038625],1,1,2.0072661280940642,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000039000],1,1,1.9906996806068347,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000039375],1,1,2.0029148625823137,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000039750],1,1,2.027542505562687,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000040125],1,1,2.024577896803416,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000040500],1,1,2.0227811406910523,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000040875],1,1,2.044300258832897,0.0,0.0,0.6992481203007518,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000041250],1,1,2.042042312571357,0.0,0.0,0.694235588972431,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000041625],1,1,2.035395043662567,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000042000],1,1,2.063197326676362,0.0,0.0,0.6942355889724312,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000042375],1,1,2.048603232235687,0.0,0.0,0.694235588972431,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000042750],1,1,2.0705042684282122,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000043125],1,1,2.0239540325945566,0.0,0.0,0.6942355889724312,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000043500],1,1,2.0119455053976765,0.0,0.0,0.6967418546365914,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000043875],1,1,2.0058173683669516,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000044250],1,1,1.9902689591275193,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000044625],1,1,1.9933454138425215,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000045000],1,1,2.0132321767984567,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000045375],1,1,2.020228155525432,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000045750],1,1,1.9516051895454032,0.0,0.0,0.699248120300752,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000046125],1,1,1.9652608705850467,0.0,0.0,0.7042606516290727,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000046500],1,1,1.9639630649166897,0.0,0.0,0.7042606516290727,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000046875],1,1,1.938614749669801,0.0,0.0,0.7017543859649121,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000047250],1,1,1.9354777007448474,0.0,0.0,0.7042606516290727,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000047625],1,1,1.9565953414845347,0.0,0.0,0.7042606516290726,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000048000],1,1,1.9714726454789053,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000048375],1,1,1.9703014656394133,0.0,0.0,0.7042606516290727,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000048750],1,1,1.9482079435218322,0.0,0.0,0.7067669172932332,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000049125],1,1,1.9562939157883366,0.0,0.0,0.7067669172932332,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000049500],1,1,1.9289883568986623,0.0,0.0,0.706766917293233,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000049875],1,1,1.9088848874518067,0.0,0.0,0.7092731829573935,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000050250],1,1,1.9293379822280134,0.0,0.0,0.7067669172932329,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000050625],1,1,1.9343634443187931,0.0,0.0,0.7042606516290727,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000051000],1,1,1.9342808149979303,0.0,0.0,0.7042606516290727,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000051375],1,1,1.9169548835401122,0.0,0.0,0.699248120300752,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000051750],1,1,1.9662226176007347,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000052125],1,1,1.9706311780434116,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000052500],1,1,1.9437781213206162,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000052875],1,1,1.932936566108832,0.0,0.0,0.6992481203007518,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000053250],1,1,1.9189974880158862,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000053625],1,1,1.923463695213665,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000054000],1,1,1.934978643232699,0.0,0.0,0.7017543859649121,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000054375],1,1,1.9251736667446626,0.0,0.0,0.6967418546365916,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000054750],1,1,1.9424648841798278,0.0,0.0,0.6992481203007519,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000055125],1,1,1.9417362781943333,0.0,0.0,0.6967418546365914,0.0,0.0,1.0,6.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000055500],1,1,1.9562205202456746,0.0,0.0,0.7017543859649122,0.0,0.0,1.0,6.0
