file_id,branch_id,branch_dir,n_points,monotonicity
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000063750],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000063750],2,up,2443,0.9995904995904996
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064125],0,up,2535,0.9984214680347278
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064125],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064125],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064500],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064500],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064500],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064875],0,up,2535,0.9988161010260458
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064875],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000064875],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000065250],0,up,2533,0.9996050552922591
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000065250],1,down,5026,0.9994029850746269
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000065250],2,up,2441,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000065625],0,up,2534,0.9988156336360048
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000065625],1,down,5024,0.9996018315747561
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000065625],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066000],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066000],1,down,5023,0.9990043807248108
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066000],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066375],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066375],1,down,5023,0.9992035045798486
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066375],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066750],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066750],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000066750],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067125],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067125],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067125],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067500],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067500],1,down,5022,0.9998008364867557
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067500],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067875],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067875],1,down,5023,0.9998008761449622
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000067875],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000068250],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000068250],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000068250],2,up,2443,0.9995904995904996
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000068625],0,up,2536,0.9992110453648915
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000068625],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000068625],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069000],0,up,2535,0.9984214680347278
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069000],1,down,5024,0.9996018315747561
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069000],2,up,2441,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069375],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069375],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069375],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069750],0,up,2535,0.9988161010260458
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069750],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000069750],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070125],0,up,2536,0.9988165680473373
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070125],1,down,5021,0.999601593625498
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070125],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070500],0,up,2534,0.9996052112120016
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070500],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070500],2,up,2443,0.9995904995904996
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070875],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070875],1,down,5023,0.9998008761449622
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000070875],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000071250],0,up,2535,0.9988161010260458
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000071250],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000071250],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000071625],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000071625],1,down,5024,0.9998009157873781
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000071625],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072000],0,up,2535,0.9988161010260458
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072000],1,down,5022,0.9994025094602669
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072000],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072375],0,up,2534,0.9996052112120016
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072375],1,down,5021,0.999800796812749
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072375],2,up,2445,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072750],0,up,2535,0.999605367008682
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072750],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000072750],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073125],0,up,2536,0.9988165680473373
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073125],1,down,5021,0.999601593625498
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073125],2,up,2443,0.9995904995904996
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073500],0,up,2536,0.9988165680473373
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073500],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073500],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073875],0,up,2535,0.999605367008682
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073875],1,down,5022,0.9994025094602669
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000073875],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074250],0,up,2534,0.9996052112120016
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074250],1,down,5024,0.9994027473621342
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074250],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074625],0,up,2535,0.9988161010260458
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074625],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000074625],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075000],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075000],1,down,5024,0.9992036631495123
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075000],2,up,2441,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075375],0,up,2535,0.9984214680347278
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075375],1,down,5023,0.9992035045798486
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075375],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075750],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075750],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000075750],2,up,2442,0.9995903318312167
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076125],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076125],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076125],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076500],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076500],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076500],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076875],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076875],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000076875],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077250],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077250],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077250],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077625],0,up,2535,0.999605367008682
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077625],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000077625],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078000],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078000],1,down,5024,0.9996018315747561
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078000],2,up,2441,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078375],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078375],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078375],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078750],0,up,2534,0.9996052112120016
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078750],1,down,5024,0.9996018315747561
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000078750],2,up,2442,0.9995903318312167
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079125],0,up,2534,0.9988156336360048
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079125],1,down,5024,0.9992036631495123
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079125],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079500],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079500],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079500],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079875],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079875],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000079875],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000080250],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000080250],1,down,5024,0.9996018315747561
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000080250],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000080625],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000080625],1,down,5024,0.9992036631495123
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000080625],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081000],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081000],1,down,5023,0.9998008761449622
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081000],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081375],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081375],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081375],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081750],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081750],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000081750],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082125],0,up,2536,0.9988165680473373
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082125],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082125],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082500],0,up,2535,0.9984214680347278
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082500],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082500],2,up,2442,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082875],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082875],1,down,5022,0.9994025094602669
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000082875],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000083250],0,up,2535,0.9992107340173638
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000083250],1,down,5022,0.9996016729735112
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000083250],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000083625],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000083625],1,down,5023,0.9996017522899243
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000083625],2,up,2443,0.9995904995904996
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000084000],0,up,2534,0.9992104224240032
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000084000],1,down,5023,0.9994026284348865
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000084000],2,up,2443,1.0
D4.2__Fig 2__SQUID_data__IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103__IVB__T_1p40K[-0.000084375],0,up,2535,0.9984214680347278
