file_id,segment_id,segment_dir,condition_group,condition_value,pipeline_version,I_min,I_max,N_points,has_both_signs,sweep_monotonicity,sweep_direction,n_segments,spacing_cv,parity_valid,parity_reason,f_overlap,I_max_common,odd_ratio_L1,odd_energy_L2,odd_sign_mode,odd_sign_consistency,odd_sign_entropy,odd_sign_pos_fraction,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,phi0_proxy,phi0_sign,phi0_confidence,phi0_method,odd_ratio_pre,odd_ratio_post,odd_sign_mode_pre,odd_sign_consistency_pre,odd_sign_entropy_pre,odd_sign_mode_post,odd_sign_consistency_post,odd_sign_entropy_post,parity_lock_flag,parity_flip_at_knee
"D4.2__Fig 1__IV_data__IV_BS16_C1S1_Vpp_7p500_FRQ_11_AVG_100_Vgain_2E3_Igain_1E5_Rb_0E0_Rser_0E0_____Temp_2.740E-1K_MEASres_1p4E1_Thu,May2,2019_82950PM",0,up,IV_data,,5.5,-2.992208e-07,3.660897e-05,2525,True,0.5023004600920185,down,3,0.0478657363376554,False,low_overlap,0.0079574918443116,,,,,,,,,,,,,,,,,,,,,,,,,,
"D4.2__Fig 1__IV_data__IV_BS16_C1S1_Vpp_7p500_FRQ_11_AVG_100_Vgain_2E3_Igain_1E5_Rb_0E0_Rser_0E0_____Temp_2.740E-1K_MEASres_1p4E1_Thu,May2,2019_82950PM",1,down,IV_data,,5.5,-3.675721e-05,3.660709e-05,5022,True,0.5023004600920185,down,3,0.0478657363376554,True,ok,0.995582198685652,3.660709e-05,225.3547905092031,0.7070915814240415,1.0,0.9675810473815462,0.2063813713316291,0.9675810473815462,3.660709e-06,0.0977443609022556,98.0071215828808,True,False,1.5663497068214247,1.0,1.0,odd_integral,0.2632863894569334,228.22019478274345,1.0,0.675,0.909736122531166,1.0,1.0,0.0,False,False
"D4.2__Fig 1__IV_data__IV_BS16_C1S1_Vpp_7p500_FRQ_11_AVG_100_Vgain_2E3_Igain_1E5_Rb_0E0_Rser_0E0_____Temp_2.740E-1K_MEASres_1p4E1_Thu,May2,2019_82950PM",2,up,IV_data,,5.5,-3.6757e-05,-9.751698e-07,2453,True,0.5023004600920185,down,3,0.0478657363376554,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000000750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-07,5.5,-3.66934e-07,2.239526e-05,2519,True,0.5000500050005,down,3,0.0940643957861058,False,low_overlap,0.0161544689428021,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000000750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-07,5.5,-2.268256e-05,2.239414e-05,5000,True,0.5000500050005,down,3,0.0940643957861058,True,ok,0.9870470488572682,2.239414e-05,2.875245462521478,0.6893873220277877,1.0,0.9675810473815462,0.2063813713316291,0.9675810473815462,1.32125426e-05,0.5889724310776943,1139.7573462041344,True,False,1.906140101048248,1.0,1.0,odd_integral,0.1119514375485231,7.492618343693127,1.0,0.9449152542372882,0.3076159560649675,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000000750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-07,5.5,-2.268164e-05,-3.766996e-07,2481,True,0.5000500050005,down,3,0.0940643957861058,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000001500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.5e-06,5.5,-3.660693e-07,2.239419e-05,2518,True,0.5000500050005,down,7,0.0969406233541012,False,low_overlap,0.0161299938939244,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000001500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.5e-06,5.5,-2.268235e-05,2.239364e-05,4998,True,0.5000500050005,down,7,0.0969406233541012,True,ok,0.9870494920772902,2.239364e-05,2.767811146678287,0.688073272732621,1.0,0.9875311720698254,0.0967480473378075,0.9875311720698254,1.3212247600000002e-05,0.5889724310776943,1175.4650351026846,True,False,1.9181263839225289,1.0,1.0,odd_integral,0.1100690712044904,7.22914638664636,1.0,0.9788135593220338,0.1480512313891885,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000001500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.5e-06,5.5,-2.268215e-05,-3.759367e-07,2480,True,0.5000500050005,down,7,0.0969406233541012,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000002250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-2.25e-06,5.5,-3.664762e-07,2.239501e-05,2518,True,0.5001500150015001,down,7,0.0932960251028239,False,low_overlap,0.016094561240972,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000002250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-2.25e-06,5.5,-2.2682e-05,2.239384e-05,4999,True,0.5001500150015001,down,7,0.0932960251028239,True,ok,0.9871627026247468,2.239384e-05,2.77221095570541,0.6881504242321518,1.0,0.9750623441396508,0.1683313025246251,0.9750623441396508,1.3212365599999998e-05,0.5889724310776941,1203.1740366994236,True,False,1.917626884991699,1.0,1.0,odd_integral,0.1106550427145553,7.235846987273804,1.0,0.9576271186440678,0.2530679372656292,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000002250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-2.25e-06,5.5,-2.267844e-05,-3.757841e-07,2478,True,0.5001500150015001,down,7,0.0932960251028239,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3e-06,5.5,-3.667305e-07,2.239384e-05,2518,True,0.5002000400080016,down,5,0.0959947687972874,False,low_overlap,0.0161504708464221,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3e-06,5.5,-2.268261e-05,2.239333e-05,5001,True,0.5002000400080016,down,5,0.0959947687972874,True,ok,0.9870650493425036,2.239333e-05,2.888030477177922,0.6895513249742768,1.0,0.9351620947630924,0.3463574858305196,0.9351620947630924,1.32120647e-05,0.5889724310776943,1091.5196028926505,True,False,1.9047787871458663,1.0,1.0,odd_integral,0.1133107745716328,7.536933120491582,1.0,0.8898305084745762,0.5004269841857645,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3e-06,5.5,-2.268073e-05,-3.760893e-07,2479,True,0.5002000400080016,down,5,0.0959947687972874,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3.75e-06,5.5,-3.664254e-07,2.239328e-05,2517,True,0.5001500150015001,down,7,0.0946026097727651,False,low_overlap,0.0161578769528656,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3.75e-06,5.5,-2.268159e-05,2.239364e-05,4998,True,0.5001500150015001,down,7,0.0946026097727651,True,ok,0.987151919977308,2.239364e-05,2.9199420766588866,0.6899193176459023,1.0,0.8528678304239401,0.6026167805613402,0.8528678304239401,1.3212247600000002e-05,0.5889724310776943,1058.0447271002554,True,False,1.9016809949874427,1.0,1.0,odd_integral,0.1156945792647797,7.596502139409671,1.0,0.75,0.8112781244591328,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3.75e-06,5.5,-2.268159e-05,-3.766487e-07,2480,True,0.5001500150015001,down,7,0.0946026097727651,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-4.5e-06,5.5,-3.662728e-07,2.239425e-05,2520,True,0.5000500050005,down,7,0.0910833252026577,False,low_overlap,0.0161407613252334,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-4.5e-06,5.5,-2.2682e-05,2.239287e-05,4998,True,0.5000500050005,down,7,0.0910833252026577,True,ok,0.9871535724328028,2.239287e-05,2.926232346460139,0.6899998071465135,1.0,0.8553615960099751,0.5962586446228161,0.8553615960099751,1.3155811125000002e-05,0.5864661654135339,1061.470302665792,True,False,1.9009373804479528,1.0,1.0,odd_integral,0.1072925705793147,7.499964916764188,1.0,0.7531914893617021,0.806180435577384,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-4.5e-06,5.5,-2.267971e-05,-3.766487e-07,2478,True,0.5000500050005,down,7,0.0910833252026577,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-5.25e-06,5.5,-3.6729e-07,2.239455e-05,2519,True,0.5001000200040008,down,5,0.0993602087648964,False,low_overlap,0.0161974425483629,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-5.25e-06,5.5,-2.268276e-05,2.239191e-05,4999,True,0.5001000200040008,down,5,0.0993602087648964,True,ok,0.9870292603518028,2.239191e-05,3.0317046581872136,0.6910814955624441,1.0,0.9476309226932668,0.2963766383149846,0.9476309226932668,1.3155247125e-05,0.5864661654135339,1122.2995585343074,True,False,1.8900603302660763,1.0,1.0,odd_integral,0.1114669907150616,7.85285410244192,1.0,0.9106382978723404,0.4343356658492576,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-5.25e-06,5.5,-2.268139e-05,-3.760384e-07,2480,True,0.5001000200040008,down,5,0.0993602087648964,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6e-06,5.5,-3.658659e-07,2.23945e-05,2518,True,0.5000500050005,up,9,0.0931736002481161,False,low_overlap,0.0161692262083233,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6e-06,5.5,-2.268073e-05,2.239358e-05,4996,True,0.5000500050005,up,9,0.0931736002481161,True,ok,0.9871751499412156,2.239358e-05,3.051413166881498,0.6912337368908446,1.0,0.9925187032418952,0.0635893828675493,0.9925187032418952,1.3156228250000002e-05,0.5864661654135339,1149.6821048322463,True,False,1.8880552928564152,1.0,1.0,odd_integral,0.1220352614245986,7.909639148052746,1.0,0.9872340425531916,0.0986170386000628,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6e-06,5.5,-2.268215e-05,-3.771574e-07,2480,True,0.5000500050005,up,9,0.0931736002481161,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6.75e-06,5.5,-3.662219e-07,2.239394e-05,2517,True,0.5001000200040008,down,7,0.0953693949873446,False,low_overlap,0.0160910801176427,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6.75e-06,5.5,-2.268164e-05,2.239409e-05,4999,True,0.5001000200040008,down,7,0.0953693949873446,True,ok,0.9872301108748398,2.239409e-05,3.004881807759794,0.6908657642433104,1.0,0.9950124688279302,0.0453194500142322,0.9950124688279302,1.3156527875e-05,0.5864661654135339,1101.9387304702402,True,False,1.8926109594263405,1.0,1.0,odd_integral,0.1241248779253387,7.536035894401807,1.0,0.9914893617021276,0.0707494073971389,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6.75e-06,5.5,-2.268047e-05,-3.764453e-07,2480,True,0.5001000200040008,down,7,0.0953693949873446,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000007500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-06,5.5,-3.668323e-07,2.23947e-05,2518,True,0.5000500050005,down,7,0.0952361036427983,False,low_overlap,0.016138679090385,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000007500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-06,5.5,-2.26823e-05,2.239308e-05,4998,True,0.5000500050005,down,7,0.0952361036427983,True,ok,0.987169699521304,2.239308e-05,3.0692035180829853,0.6915239353878131,1.0,0.8478802992518704,0.6151195339906941,0.8478802992518704,1.31559345e-05,0.5864661654135338,1045.7214473578774,True,False,1.8865526507290369,1.0,1.0,odd_integral,0.1154375854230091,7.756821181810915,1.0,0.7404255319148936,0.826103559888341,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000007500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-06,5.5,-2.268149e-05,-3.762418e-07,2480,True,0.5000500050005,down,7,0.0952361036427983,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000008250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-8.25e-06,5.5,-3.668323e-07,2.239506e-05,2519,True,0.5000500050005,down,3,0.0909095152614667,False,low_overlap,0.0161583868449302,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000008250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-8.25e-06,5.5,-2.268266e-05,2.239475e-05,5000,True,0.5000500050005,down,3,0.0909095152614667,True,ok,0.9871987117048896,2.239475e-05,2.9345055896510712,0.690186322941072,1.0,0.9152119700748128,0.4188293955422755,0.9152119700748128,1.2485073125e-05,0.556390977443609,1046.7290738534207,True,False,1.8999086151947344,1.0,1.0,odd_integral,0.0469384048484577,6.616773053888765,1.0,0.8475336322869955,0.6159781296050838,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000008250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-8.25e-06,5.5,-2.268235e-05,-3.759875e-07,2481,True,0.5000500050005,down,3,0.0909095152614667,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9e-06,5.5,-3.660185e-07,2.239486e-05,2518,True,0.5,up,5,0.0908543615009078,False,low_overlap,0.0161131002047167,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9e-06,5.5,-2.268266e-05,2.239394e-05,4998,True,0.5,up,5,0.0908543615009078,True,ok,0.987173922001318,2.239394e-05,2.9166331974127564,0.6900100023484714,1.0,0.9476309226932668,0.2963766383149846,0.9476309226932668,1.3100454899999998e-05,0.5839598997493733,1050.1811595704148,True,False,1.9017397209184272,1.0,1.0,odd_integral,0.099785115585279,7.455025500610983,1.0,0.9102564102564102,0.4356133734874323,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9e-06,5.5,-2.268251e-05,-3.758349e-07,2482,True,0.5,up,5,0.0908543615009078,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9.75e-06,5.5,-3.667814e-07,2.239613e-05,2518,True,0.5000500050005,down,5,0.0970450405452308,False,low_overlap,0.016167212865055,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9.75e-06,5.5,-2.268159e-05,2.239404e-05,4999,True,0.5000500050005,down,5,0.0970450405452308,True,ok,0.9872249955402402,2.239404e-05,2.781660864701554,0.6884722802657564,1.0,0.827930174563591,0.6624178311310484,0.827930174563591,1.31005134e-05,0.5839598997493735,986.0909285532588,True,False,1.9168131796305736,1.0,1.0,odd_integral,0.0971080556877988,6.953549125602133,1.0,0.7051282051282052,0.8749315876677922,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9.75e-06,5.5,-2.268098e-05,-3.763944e-07,2481,True,0.5000500050005,down,5,0.0970450405452308,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000010500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.05e-05,5.5,-3.668831e-07,2.239455e-05,2519,True,0.5001000200040008,down,5,0.0985382101922685,False,low_overlap,0.0161408360652243,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000010500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.05e-05,5.5,-2.268164e-05,2.239394e-05,5000,True,0.5001000200040008,down,5,0.0985382101922685,True,ok,0.9872835086765112,2.239394e-05,2.734162794108014,0.6878862286168763,1.0,0.9875311720698254,0.0967480473378075,0.9875311720698254,1.3100454899999998e-05,0.5839598997493733,1001.1617707644012,True,False,1.9220098293515389,1.0,1.0,odd_integral,0.104786857522442,6.736332102352703,1.0,0.9786324786324786,0.1490514377516227,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000010500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.05e-05,5.5,-2.267701e-05,-3.756824e-07,2478,True,0.5001000200040008,down,5,0.0985382101922685,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000011250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.125e-05,5.5,-3.652555e-07,2.239465e-05,2520,True,0.5,up,5,0.0952010003586505,False,low_overlap,0.0160582202084608,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000011250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.125e-05,5.5,-2.26819e-05,2.239353e-05,4998,True,0.5,up,5,0.0952010003586505,True,ok,0.9871244323063,2.239353e-05,2.899561699655019,0.6898321005729336,1.0,0.9900249376558604,0.0806277699318426,0.9900249376558604,1.2484392975e-05,0.556390977443609,1093.1620450664725,True,False,1.903490880652952,1.0,1.0,odd_integral,0.0585280747330519,6.544824802421735,1.0,0.9820627802690582,0.1296964647065966,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000011250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.125e-05,5.5,-2.268093e-05,-3.764453e-07,2480,True,0.5,up,5,0.0952010003586505,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000012000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.2e-05,5.5,-3.664254e-07,2.239506e-05,2518,True,0.5,up,7,0.0987412992890508,False,low_overlap,0.0160967995832877,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000012000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.2e-05,5.5,-2.268179e-05,2.239267e-05,4997,True,0.5,up,7,0.0987412992890508,True,ok,0.9870850344506557,2.239267e-05,2.835733512531281,0.689191508822019,1.0,0.8553615960099751,0.5962586446228161,0.8553615960099751,1.25398952e-05,0.5588972431077694,1115.2779993031209,True,False,1.9106097096841124,1.0,1.0,odd_integral,0.0456427149445688,6.433156115128216,1.0,0.7410714285714286,0.8251252643746189,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000012000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.2e-05,5.5,-2.267976e-05,-3.759875e-07,2479,True,0.5,up,7,0.0987412992890508,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000012750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.275e-05,5.5,-3.664762e-07,2.239511e-05,2519,True,0.5000500050005,down,7,0.0946009077801489,False,low_overlap,0.0161220035715932,,,,,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000012750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.275e-05,5.5,-2.268139e-05,2.239226e-05,4998,True,0.5000500050005,down,7,0.0946009077801489,True,ok,0.987182297278364,2.239226e-05,2.817830753074352,0.6890279092157348,1.0,0.9850374064837906,0.1121348154454668,0.9850374064837906,1.25396656e-05,0.5588972431077694,1100.4406650638325,True,False,1.9123967922439684,1.0,1.0,odd_integral,0.0518782828267287,6.2550318596470325,1.0,0.9732142857142856,0.1780068961393145,1.0,1.0,0.0,False,False
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000012750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.275e-05,5.5,-2.267778e-05,-3.744108e-07,2478,True,0.5000500050005,down,7,0.0946009077801489,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,
