condition_group,n_segments,odd_ratio_L1_median,odd_ratio_post_median,phi0_proxy_median,knee_score_median,parity_lock_fraction,pipeline_version
IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,2405,3.0235094184119427,7.591003322329274,1.8900603302660763,2927.2552006735414,0.0,5.5
IVI_BS30_A1S1_I_contrl_+-0.15mA_285mK_191103,2405,0.8059797159109607,2.278454168753165,2.464369118001244,351.64369148340506,0.0,5.5
IV_data,3,225.3547905092031,228.22019478274345,1.5663497068214247,98.0071215828808,0.0,5.5
