file_id,n_points,I_min,I_max,I_range,spacing_cv,spacing_outlier_flag,x_name,pipeline_version,device_id,experiment_family,T_K,Vgain,Igain,FRQ_Hz,AVG,Vpp,I_coil_mA,run_id,B_proxy
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000250500],10000,-2.268434e-05,2.239481e-05,4.507915e-05,0.08928998174554242,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002505,000250500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000251250],10000,-2.268418e-05,2.239475e-05,4.507893e-05,0.09148307497747701,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00025125,000251250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000252000],10000,-2.268337e-05,2.239531e-05,4.507868e-05,0.08920455033857716,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000252,000252000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000252750],10000,-2.268357e-05,2.239557e-05,4.507914e-05,0.09361713016933498,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00025275,000252750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000253500],10000,-2.268373e-05,2.23947e-05,4.507843e-05,0.09440128818140088,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002535,000253500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000254250],10000,-2.268373e-05,2.239501e-05,4.507874e-05,0.09250474829883444,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00025425,000254250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000255000],10000,-2.268352e-05,2.23944e-05,4.507792e-05,0.09402764709858906,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000255,000255000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000255750],10000,-2.268322e-05,2.239481e-05,4.507803e-05,0.08889071395896625,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00025575,000255750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000256500],10000,-2.268373e-05,2.239516e-05,4.507889e-05,0.09192776442126585,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002565,000256500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000257250],10000,-2.268327e-05,2.23946e-05,4.507787e-05,0.09128193275953655,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00025725,000257250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000258000],10000,-2.268286e-05,2.239587e-05,4.507873e-05,0.09100252318517031,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000258,000258000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000258750],10000,-2.268408e-05,2.239531e-05,4.507939e-05,0.09073883886715499,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00025875,000258750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000259500],10000,-2.268307e-05,2.239435e-05,4.5077420000000005e-05,0.0928621584347246,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002595,000259500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000260250],10000,-2.268449e-05,2.239572e-05,4.5080209999999996e-05,0.09075047445771903,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026025,000260250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000261000],10000,-2.268393e-05,2.239501e-05,4.507894e-05,0.09495421909756055,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000261,000261000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000261750],10000,-2.268495e-05,2.239603e-05,4.5080979999999996e-05,0.09375804760441861,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026175,000261750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000262500],10000,-2.268352e-05,2.239481e-05,4.507833e-05,0.09260171835735802,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002625,000262500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000263250],10000,-2.268388e-05,2.239562e-05,4.50795e-05,0.09688721658580791,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026325,000263250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000264000],10000,-2.268383e-05,2.239511e-05,4.507894e-05,0.09057936910473663,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000264,000264000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000264750],10000,-2.268368e-05,2.239516e-05,4.5078839999999995e-05,0.09095904468642926,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026475,000264750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000265500],10000,-2.268332e-05,2.239496e-05,4.507828e-05,0.09253685498779214,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002655,000265500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000266250],10000,-2.268383e-05,2.239496e-05,4.507879e-05,0.08765650042144953,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026625,000266250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000267000],10000,-2.268266e-05,2.23944e-05,4.507706e-05,0.08965003112115069,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000267,000267000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000267750],10000,-2.268352e-05,2.23946e-05,4.507812e-05,0.09478601912356079,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026775,000267750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000268500],10000,-2.268327e-05,2.239506e-05,4.507833e-05,0.09329767039096556,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002685,000268500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000269250],10000,-2.268312e-05,2.23943e-05,4.5077420000000005e-05,0.08911695495264889,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00026925,000269250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000270000],10000,-2.268291e-05,2.239486e-05,4.507777e-05,0.09768723293143865,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027,000270000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000270750],10000,-2.268337e-05,2.239572e-05,4.507909e-05,0.09391140108565557,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027075,000270750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000271500],10000,-2.268271e-05,2.23947e-05,4.5077410000000004e-05,0.09401086171418285,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002715,000271500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000272250],10000,-2.268276e-05,2.239496e-05,4.507772e-05,0.09092210907475946,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027225,000272250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000273000],10000,-2.268276e-05,2.239496e-05,4.507772e-05,0.0916992329956319,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000273,000273000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000273750],10000,-2.268337e-05,2.239557e-05,4.507894e-05,0.093233544715885,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027375,000273750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000274500],10000,-2.268174e-05,2.239531e-05,4.507705e-05,0.09266136452239088,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002745,000274500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000275250],10000,-2.268266e-05,2.239562e-05,4.507828e-05,0.09170011996700725,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027525,000275250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000276000],10000,-2.268261e-05,2.239521e-05,4.507782e-05,0.09442802589400952,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000276,000276000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000276750],10000,-2.268301e-05,2.239409e-05,4.5077099999999996e-05,0.09293406188838658,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027675,000276750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000277500],10000,-2.268205e-05,2.239486e-05,4.5076909999999996e-05,0.09633553136084581,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002775,000277500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000278250],10000,-2.268347e-05,2.239674e-05,4.5080209999999996e-05,0.09138490510011611,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027825,000278250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000279000],10000,-2.268332e-05,2.239531e-05,4.507863e-05,0.09506553167123799,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000279,000279000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000279750],10000,-2.268393e-05,2.239547e-05,4.50794e-05,0.09239656883637601,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00027975,000279750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000280500],10000,-2.268347e-05,2.239592e-05,4.507939e-05,0.09196940918273978,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002805,000280500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000281250],10000,-2.268327e-05,2.239501e-05,4.507828e-05,0.11116463461490163,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00028125,000281250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000282000],10000,-2.268332e-05,2.239511e-05,4.507843e-05,0.08917244575976556,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000282,000282000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000282750],10000,-2.26824e-05,2.239526e-05,4.507766e-05,0.09195674846723026,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00028275,000282750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000283500],10000,-2.268291e-05,2.239562e-05,4.507853e-05,0.11234206833321535,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002835,000283500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000284250],10000,-2.268403e-05,2.239608e-05,4.508011e-05,0.09729008292857497,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00028425,000284250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000285000],10000,-2.268347e-05,2.239486e-05,4.507833e-05,0.10565037982368847,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000285,000285000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000285750],10000,-2.268342e-05,2.239597e-05,4.507939e-05,0.09029185997671181,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00028575,000285750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000286500],10000,-2.268337e-05,2.239587e-05,4.507924e-05,0.11256481667646853,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002865,000286500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000287250],10000,-2.268342e-05,2.239536e-05,4.507878e-05,0.09189021331726512,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00028725,000287250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000288000],10000,-2.268312e-05,2.239516e-05,4.507828e-05,0.09156576531015267,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000288,000288000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000288750],10000,-2.268317e-05,2.239506e-05,4.507823e-05,0.09181731664445414,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00028875,000288750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000289500],10000,-2.268276e-05,2.239521e-05,4.507797e-05,0.08972788406649027,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002895,000289500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000290250],10000,-2.268388e-05,2.23947e-05,4.5078580000000004e-05,0.09822364439087593,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029025,000290250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000291000],10000,-2.268373e-05,2.239475e-05,4.507848e-05,0.09462614509629652,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000291,000291000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000291750],10000,-2.268347e-05,2.239506e-05,4.507853e-05,0.09399578156868453,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029175,000291750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000292500],10000,-2.268332e-05,2.239603e-05,4.5079350000000004e-05,0.09326471618774555,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002925,000292500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000293250],10000,-2.268413e-05,2.23946e-05,4.507873e-05,0.09460763988590995,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029325,000293250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000294000],10000,-2.268413e-05,2.239567e-05,4.50798e-05,0.0986078670087859,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000294,000294000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000294750],10000,-2.268403e-05,2.239506e-05,4.507909e-05,0.10100797752441627,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029475,000294750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000295500],10000,-2.268383e-05,2.239536e-05,4.507919e-05,0.09783091342632699,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002955,000295500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000296250],10000,-2.268301e-05,2.239648e-05,4.507949e-05,0.09203158163713417,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029625,000296250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000297000],10000,-2.268403e-05,2.239608e-05,4.508011e-05,0.09589213733160284,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.000297,000297000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000297750],10000,-2.268439e-05,2.239542e-05,4.5079809999999996e-05,0.09844497611868858,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029775,000297750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000298500],10000,-2.268357e-05,2.239455e-05,4.507812e-05,0.09203977128358144,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0002985,000298500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000299250],10000,-2.268373e-05,2.239486e-05,4.507859e-05,0.08971647172314576,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.00029925,000299250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000300000],10000,-2.268312e-05,2.23945e-05,4.5077620000000005e-05,0.09036506688035743,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,-0.0003,000300000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000000000],10000,-2.26821e-05,2.239465e-05,4.507675e-05,0.09621317073401098,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,0.0,000000000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000000750],10000,-2.268261e-05,2.239404e-05,4.507665e-05,0.09155602411680876,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,7.5e-07,000000750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000001500],10000,-2.268276e-05,2.239552e-05,4.507828e-05,0.09932896953669858,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.5e-06,000001500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000002250],10000,-2.268276e-05,2.239496e-05,4.507772e-05,0.10128973874725662,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,2.25e-06,000002250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003000],10000,-2.268337e-05,2.239399e-05,4.507736e-05,0.10152922108299023,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,3e-06,000003000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003750],10000,-2.268154e-05,2.239379e-05,4.507533e-05,0.09296911669267022,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,3.75e-06,000003750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000004500],10000,-2.268256e-05,2.239475e-05,4.507731e-05,0.09096983677236081,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,4.5e-06,000004500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000005250],10000,-2.26822e-05,2.239536e-05,4.507756e-05,0.09864996095651433,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,5.25e-06,000005250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006000],10000,-2.268246e-05,2.239445e-05,4.5076909999999996e-05,0.0925935009979213,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,6e-06,000006000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006750],10000,-2.268205e-05,2.23944e-05,4.5076450000000004e-05,0.0954447601450902,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,6.75e-06,000006750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000007500],10000,-2.26823e-05,2.239455e-05,4.5076850000000005e-05,0.0968149703702094,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,7.5e-06,000007500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000008250],10000,-2.268184e-05,2.23944e-05,4.507624e-05,0.09193222818822844,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,8.25e-06,000008250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009000],10000,-2.268281e-05,2.239379e-05,4.50766e-05,0.09509845495970602,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,9e-06,000009000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009750],10000,-2.26823e-05,2.239364e-05,4.507594e-05,0.09421984604508044,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,9.75e-06,000009750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000010500],10000,-2.268327e-05,2.23944e-05,4.507767e-05,0.09988169873345451,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.05e-05,000010500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000011250],10000,-2.268271e-05,2.239486e-05,4.507757e-05,0.09492980229579139,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.125e-05,000011250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012000],10000,-2.268235e-05,2.239445e-05,4.50768e-05,0.09388162820129783,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.2e-05,000012000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012750],10000,-2.268347e-05,2.239414e-05,4.507761e-05,0.09520907688256514,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.275e-05,000012750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000013500],10000,-2.268281e-05,2.239425e-05,4.507706e-05,0.0944941253096543,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.35e-05,000013500,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000014250],10000,-2.268205e-05,2.239374e-05,4.507579e-05,0.09089582328646806,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.425e-05,000014250,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000015000],10000,-2.268113e-05,2.239445e-05,4.507558e-05,0.0937417578097175,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.5e-05,000015000,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000015750],10000,-2.2682e-05,2.239379e-05,4.507579e-05,0.09133541489410692,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.575e-05,000015750,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000016500],10000,-2.268144e-05,2.239399e-05,4.507543e-05,0.09367263252182562,False,I_A,6.0,BS30_A1S1,Fig2,1.4,,,,,,1.65e-05,000016500,
