file_id,branch_id,direction,n_points,monotonicity,parity_valid,overlap_fraction,pipeline_version,x_name,device_id,experiment_family,T_K,Vgain,Igain,FRQ_Hz,AVG,Vpp,odd_ratio_L1,odd_energy_L2,odd_ratio_post,odd_ratio_pre,parity_lock_after_knee,phi0_proxy,phi0_confidence,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,odd_energy_ratio,odd_energy_post,odd_energy_pre,odd_flatness,corr_pm,coherence_stability,noise_flatness,I_coil_mA,run_id,B_proxy,odd_energy_ratio_log,odd_energy_ratio_norm,knee_score_norm,alignment_score
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000142500],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001425,000142500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000143250],0,up,2521,0.9988095238095238,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014325,000143250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000143250],1,down,5000,0.9997999599919984,True,0.987205248890098,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.145988360082997,0.6778089771468241,5.692942818306574,0.09704585314564726,False,2.007629388581422,1.0,1.36041363e-05,0.606516290726817,1308.6905512010535,True,False,17.28967818447207,0.8395922728488591,0.04856031812006835,0.9985310714771629,-0.25813095731004665,0.9422854508345527,0.01813091460346232,-0.00014325,000143250,,2.90633686708516,0.40020899973697655,0.26630685920667163,0.5362671032594003
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000143250],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014325,000143250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000144000],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000144,000144000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000144000],1,down,5000,0.9995999199839968,True,0.9871718188676221,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.2617489571988982,0.680295942591094,5.981788859890491,0.10926044962304353,False,1.9878275504329903,1.0,1.36039176e-05,0.6065162907268171,1332.6797581861692,True,False,16.210092307418126,0.845499978036852,0.0521588626385379,0.9986812232770191,-0.12266695056587869,0.9352237109220136,0.018117776035893512,-0.000144,000144000,,2.845495973801053,0.3714082738282341,0.27239368443274115,0.5263418897276629
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000144000],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000144,000144000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000144750],0,up,2521,0.9988095238095238,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014475,000144750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000144750],1,down,5000,0.9995999199839968,True,0.9872189108620525,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.3509102829088078,0.6819838497372439,6.254809924846376,0.11792833655084425,False,1.9737010918583278,1.0,1.36041363e-05,0.606516290726817,1287.0007085228563,True,False,15.326531565308704,0.8516520534616183,0.05556717446587779,0.9986814265006466,-0.16886957350352386,0.9286203117654753,0.018164288485189695,-0.00014475,000144750,,2.7927914879324574,0.3464591422536141,0.26080345587845644,0.5119609699658486
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000144750],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014475,000144750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000145500],0,up,2522,0.9992066640222134,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001455,000145500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000145500],1,down,4999,0.9995998399359743,True,0.9871977265073516,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.3635111232413446,0.6821068958261597,6.341283779068958,0.11047321848321302,False,1.9717781791093851,1.0,1.35473778e-05,0.6040100250626567,1332.7592250187383,True,False,18.186559496403262,0.8552208468473865,0.04702488378840078,0.9992321264408941,-0.0388429360299329,0.9276459906483643,0.018062479295282548,-0.0001455,000145500,,2.954210007671972,0.4228710798940348,0.27241384769705485,0.5409769727464847
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000145500],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001455,000145500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000146250],0,up,2521,0.9988095238095238,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014625,000146250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000146250],1,down,5000,0.9995999199839968,True,0.9872120098530051,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.332735236849118,0.6814930003711294,6.281896453429246,0.1082064037138818,False,1.9765271078587228,1.0,1.354808565e-05,0.6040100250626566,1164.171580675683,True,False,37.24238236522712,0.853651644046965,0.02292151011281087,0.9985407944971896,-0.3304417517812725,0.9260271405153471,0.017871162587653772,-0.00014625,000146250,,3.643944386588512,0.7493759966487825,0.22963779732458395,0.6350136448295712
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000146250],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014625,000146250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000147000],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000147,000147000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000147000],1,down,5000,0.9995999199839968,True,0.9871913178431827,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.3837217871882475,0.6824171883719893,6.452629451056014,0.11365272781241424,False,1.9687564251843137,1.0,1.3547504850000002e-05,0.6040100250626567,1175.4883008345219,True,False,28.354688708656294,0.8568624464454121,0.03021942703096822,0.9985157586481107,-0.1257988476240929,0.926356584789739,0.017961248919402227,-0.000147,000147000,,3.3794522850877984,0.6241713175396549,0.23250920936341996,0.5943457038976047
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000147000],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000147,000147000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000147750],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014775,000147750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000147750],1,down,5000,0.9997999599919984,True,0.9870845475127145,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.4010449075039038,0.6827131352660376,6.4050850832749076,0.12112898199142241,False,1.9661473746387368,1.0,1.3547256799999999e-05,0.6040100250626567,1245.069069582612,True,False,15.9317094307598,0.8551773694203284,0.0536776905906457,0.9992307141045083,-0.062449461853952656,0.9252910902708248,0.018145486457537434,-0.00014775,000147750,,2.8291881615593715,0.3636885181640518,0.25016406467931107,0.5130478910380626
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000147750],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014775,000147750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000148500],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001485,000148500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000148500],1,down,5000,0.9995999199839968,True,0.987155692407936,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.4235365337190764,0.6831688620805827,6.269110998586003,0.11650520432307106,False,1.9628437065288407,1.0,1.349133665e-05,0.6015037593984963,1215.5012156484504,True,False,16.97590578685823,0.8523565405153504,0.05020978268848664,0.9984557966751163,-0.08108603529467509,0.9309616796691953,0.018131269736112596,-0.0001485,000148500,,2.8890322938177935,0.3920173995690782,0.2426617591917283,0.5218802794766673
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000148500],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001485,000148500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000149250],0,up,2521,0.9984126984126984,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014925,000149250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000149250],1,down,5000,0.9995999199839968,True,0.9872724492579941,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.4165456705832447,0.6830596741037066,6.284215329836857,0.10927204899537997,False,1.9640699971114137,1.0,1.3492686250000001e-05,0.6015037593984963,1239.379796874529,True,False,90.07429352370464,0.8529519845355874,0.009469427414615733,0.9973418342974545,-0.24721504660554874,0.9323647563696086,0.017907027755389812,-0.00014925,000149250,,4.511675585781968,1.0,0.24872051514226157,0.72702842383729
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000149250],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00014925,000149250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000150000],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015,000150000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000150000],1,down,5000,0.9995999199839968,True,0.9871611306614523,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.482021608226891,0.6841244226626564,6.6163842983442205,0.1130287311276807,False,1.9547029875061055,1.0,1.3492258475000001e-05,0.6015037593984962,1181.7038199674794,True,False,60.05981653506916,0.8611022345044486,0.014337410337269142,0.9967938805296885,-0.22349452121383287,0.9291383229280152,0.017961409363211767,-0.00015,000150000,,4.11185398263581,0.9708739941042014,0.2340862843653188,0.7113662004658451
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000150000],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015,000150000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000150750],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015075,000150750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000150750],1,down,5000,0.9995999199839968,True,0.9871697282528198,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.468494590884311,0.6838431817561968,6.56736007870401,0.10960900436863084,False,1.9563959408462268,1.0,1.3435847999999999e-05,0.5989974937343359,1179.8472893884336,True,False,23.810541550142208,0.860665386742806,0.036146401160449676,0.9982995253651531,-0.1975567498228111,0.9304464620007861,0.017982157892625566,-0.00015075,000150750,,3.2112686253631955,0.5445569130726058,0.23361522347662347,0.5695395328500051
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000150750],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015075,000150750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000151500],0,up,2521,0.9988095238095238,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001515,000151500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000151500],1,down,5000,0.9995999199839968,True,0.9872589642405648,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.440745266876076,0.6833793841218796,6.418059372406151,0.11373086326050263,False,1.960361423521601,1.0,1.343667e-05,0.5989974937343358,1310.2820077475637,True,False,15.418259522875088,0.8572856391701275,0.05560197231618843,0.9990001680677345,-0.07655649899247814,0.9315865216375582,0.01815113476464744,-0.0001515,000151500,,2.7983941010173123,0.34911129469779584,0.266710662377802,0.5158028262377187
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000151500],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001515,000151500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000152250],0,up,2520,0.999603017070266,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015225,000152250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000152250],1,down,5001,0.9996,True,0.9872697446294149,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.529225944112756,0.6848683194571525,6.577217488016661,0.12173844891793012,False,1.947984792520219,1.0,1.3436513999999999e-05,0.5989974937343359,1186.1873135266178,True,False,15.820764481389851,0.8592367561176677,0.05431069763490741,0.998209138596711,-0.1114347079502837,0.9330735253694846,0.018099866865799265,-0.00015225,000152250,,2.822614104248563,0.36057650562615534,0.2352238893604992,0.5096246401187131
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000152250],2,up,2479,0.9995964487489911,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015225,000152250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000153000],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000153,000153000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000153000],1,down,5000,0.9997999599919984,True,0.9872297587906541,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.6346938013883077,0.6864708176822705,6.826186541562119,0.12791682961174905,False,1.9341846979137687,1.0,1.3436303999999998e-05,0.5989974937343358,1185.295439373739,True,False,15.217882828620889,0.8623270894547858,0.05666537843344111,0.9989558449438974,-0.12285679540286464,0.9296996906422988,0.018081497051960445,-0.000153,000153000,,2.786114511722613,0.3432984101976114,0.2349975925056015,0.5026652311151706
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000153000],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000153,000153000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000153750],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015375,000153750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000153750],1,down,5000,0.9993998799759952,True,0.987258867383432,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.5846333105007258,0.6857191805232774,6.671073617800305,0.1250746337881217,False,1.940596256534117,1.0,1.3436058e-05,0.5989974937343359,1234.0571063903058,True,False,15.449440682183306,0.8590924019131169,0.05560669926959848,0.9992966589934867,-0.07928770980006027,0.9298124931494036,0.01806717776398553,-0.00015375,000153750,,2.8002914755502495,0.35000946960811763,0.24736997918123413,0.5090639806462518
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000153750],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015375,000153750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000154500],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001545,000154500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000154500],1,down,5000,0.9995999199839968,True,0.9872948575800936,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.5077382643719135,0.6845360937569945,6.4170160530631986,0.1163438032001408,False,1.9508904832092013,1.0,1.3380743625e-05,0.5964912280701755,1240.8306866208432,True,False,15.1760407016233,0.8559731302210529,0.056402927946438496,0.9989591366877896,-0.427420566873278,0.9385379083182274,0.018024846442406886,-0.0001545,000154500,,2.7835311784484973,0.3420755176734778,0.24908865204289318,0.5099006926781994
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000154500],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001545,000154500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000155250],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015525,000155250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000155250],1,down,5000,0.9997999599919984,True,0.987205663470308,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.534900716863873,0.6849609975997251,6.56350712913495,0.11568798731219686,False,1.94721738911697,1.0,1.3380349274999999e-05,0.5964912280701754,1269.2534560414817,True,False,15.290284949225748,0.859807895978973,0.05623230036711779,0.9986611742714727,-0.04458387259730929,0.9316775378846966,0.01814251484348504,-0.00015525,000155250,,2.790568914740017,0.34540702552960945,0.2563004131491124,0.5111283255211395
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000155250],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015525,000155250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000156000],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000156,000156000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000156000],1,down,5001,0.9994,True,0.9871833816015892,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.4946719392703853,0.6842989404892103,6.553885163043456,0.11167639708836312,False,1.9527107929709622,1.0,1.3380379149999998e-05,0.5964912280701753,1148.1854944430356,True,False,16.792011432373005,0.8596283798822615,0.05119269858333993,0.9989759351929277,-0.1788538008610523,0.9332023134226692,0.018069117523665863,-0.000156,000156000,,2.8787495606249016,0.3871497823416604,0.22558161851853284,0.5153112380942875
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000156000],2,up,2478,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000156,000156000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000156750],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015675,000156750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000156750],1,down,5001,0.9992,True,0.9872585137197989,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.4365487625731066,0.6832846933741507,6.436966508832313,0.10649437518758392,False,1.9609276897563523,1.0,1.3380349274999999e-05,0.5964912280701754,1201.2430874066654,True,False,25.04345619567654,0.8571845202807558,0.03422788426478032,0.9987118890413244,-0.041490024166064725,0.9351510221117588,0.017928143459387647,-0.00015675,000156750,,3.2597665349414675,0.5675147449766887,0.2390440183171559,0.5805699284685345
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000156750],2,up,2478,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015675,000156750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000157500],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001575,000157500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000157500],1,down,5001,0.9996,True,0.9872254164399147,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.407337747737453,0.6828670420380829,6.266506577171829,0.09545656706642447,False,1.965212420374299,1.0,1.33242158e-05,0.593984962406015,1180.3252345760625,True,False,38.99474005214264,0.8454184893200993,0.021680321195900666,0.9986665899796932,-0.21154664322141448,0.939143063160597,0.017907356820907414,-0.0001575,000157500,,3.688747946770791,0.7705850057032686,0.23373649338048244,0.647821520748116
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000157500],2,up,2478,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001575,000157500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000158250],0,up,2521,0.9992063492063492,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015825,000158250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000158250],1,down,5001,0.9992,True,0.9872054269186757,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.363726595353988,0.6820546390802066,6.139352443626557,0.09488778388845547,False,1.971737387450937,1.0,1.332403135e-05,0.5939849624060151,1166.4926784254262,True,False,39.49664743606068,0.8424919962748388,0.02133072174288246,0.9990093881774502,-0.22410616578399356,0.9404298006127616,0.017836001741814368,-0.00015825,000158250,,3.701219191329567,0.7764886155434619,0.23022673368851115,0.6490483832815782
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000158250],2,up,2478,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.00015825,000158250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000159000],0,up,2520,0.999603017070266,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-0.000159,000159000,,,,,
