file_id,branch_id,direction,n_points,monotonicity,parity_valid,overlap_fraction,pipeline_version,x_name,device_id,experiment_family,T_K,Vgain,Igain,FRQ_Hz,AVG,Vpp,odd_ratio_L1,odd_energy_L2,odd_ratio_post,odd_ratio_pre,parity_lock_after_knee,phi0_proxy,phi0_confidence,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,odd_energy_ratio,odd_energy_post,odd_energy_pre,odd_flatness,corr_pm,coherence_stability,noise_flatness,I_coil_mA,run_id,B_proxy,odd_energy_ratio_log,odd_energy_ratio_norm,knee_score_norm,alignment_score
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000002250],1,down,5001,0.9996,True,0.9871022932604889,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.7718051509653785,0.6881458340393023,7.233924745588184,0.11058343713813949,False,1.9176704730862013,1.0,1.3211557300000001e-05,0.5889724310776943,1200.1906412287622,True,False,35.76083737968121,0.8648542087686648,0.024184394776625158,0.9987207944124049,-0.09969048016335698,0.9350109148721758,0.01798126133016433,-2.25e-06,000002250,,3.6044330768711577,0.730672221276007,0.2387769792295897,0.6348200384592575
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000002250],2,up,2478,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-2.25e-06,000002250,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],0,up,2521,0.9988095238095238,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-3e-06,000003000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],1,down,5000,0.9997999599919984,True,0.9870178722203095,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.887859738992767,0.6895504647373881,7.536117780113306,0.11324789332907122,False,1.9048005389059088,1.0,1.32114334e-05,0.5889724310776943,1097.1335386850524,True,False,58.39955530192437,0.8694141362773055,0.014887341722450704,0.9977425307672149,-0.21856245369534136,0.9322102578231444,0.017912864875929895,-3e-06,000003000,,4.0842867398409854,0.9578242744019285,0.21262811270482757,0.7008875483099667
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-3e-06,000003000,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],0,up,2521,0.9988095238095238,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-3.75e-06,000003750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],1,down,5000,0.9995999199839968,True,0.9870513502386585,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.91917428260526,0.6899110147083991,7.592774732132074,0.11562586895474561,False,1.9017580956493854,1.0,1.3211315399999999e-05,0.5889724310776943,1054.284821027738,True,False,51.006437474588154,0.8697383006521069,0.017051539838170655,0.9972998321520452,-0.22418563326280355,0.9357585691351725,0.01792181795837633,-3.75e-06,000003750,,3.951367508507372,0.8949032661293542,0.2017560294507586,0.6774726215717618
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-3.75e-06,000003750,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],0,up,2521,0.9996031746031746,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-4.5e-06,000004500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],1,down,5000,0.9995999199839968,True,0.9870867766650456,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,2.925883707760925,0.6899958007290168,7.49924036308129,0.10721200974728845,False,1.9009728087320967,1.0,1.3155153125000002e-05,0.5864661654135338,1058.4659811453616,True,False,59.28785293624188,0.8693806753596207,0.014663723380829193,0.9956728907782709,-0.22113336280344173,0.936768104192815,0.017809906688400948,-4.5e-06,000004500,,4.099130639597186,0.9648510464497814,0.2028169228306014,0.7014786911577326
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],2,up,2479,1.0,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-4.5e-06,000004500,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],0,up,2520,0.999206034140532,False,,6.0,I_A,BS30_A1S1,Fig2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,-5.25e-06,000005250,,,,,
