file_id,branch_id,branch_dir,condition_group,condition_value,pipeline_version,I_min,I_max,N_points,meta_freq_Hz,meta_vpp,parity_valid,parity_reason,f_overlap,I_max_common,odd_ratio_L1,odd_energy_L2,odd_sign_mode,odd_sign_consistency,odd_sign_entropy,odd_sign_pos_fraction,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,phi0_proxy,phi0_sign,phi0_confidence,phi0_method,odd_ratio_pre,odd_ratio_post,odd_sign_mode_pre,odd_sign_consistency_pre,odd_sign_entropy_pre,odd_sign_mode_post,odd_sign_consistency_post,odd_sign_entropy_post,parity_lock_flag,parity_flip_at_knee,meta_temp_K
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000002250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-2.25e-06,6.0,-2.267844e-05,-3.757841e-07,2478,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3e-06,6.0,-3.667305e-07,2.239384e-05,2521,,,False,low_overlap,0.016150470846422172,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3e-06,6.0,-2.268261e-05,2.239226e-05,5000,,,True,ok,0.9870178722203095,2.239226e-05,2.887859738992767,0.6895504647373881,1.0,0.9351620947630923,0.3463574858305196,0.9351620947630923,1.32114334e-05,0.5889724310776943,1097.1335386850524,True,False,1.9048005389059088,1.0,1.0,odd_integral,0.11324789332907122,7.536117780113306,1.0,0.8898305084745762,0.5004269841857645,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3e-06,6.0,-2.268073e-05,-3.760893e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3.75e-06,6.0,-3.664254e-07,2.239496e-05,2521,,,False,low_overlap,0.016156664601978277,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3.75e-06,6.0,-2.26823e-05,2.239206e-05,5000,,,True,ok,0.9870513502386585,2.239206e-05,2.91917428260526,0.6899110147083991,1.0,0.8503740648379052,0.6089034151488009,0.8503740648379052,1.3211315399999999e-05,0.5889724310776943,1054.284821027738,True,False,1.9017580956493854,1.0,1.0,odd_integral,0.11562586895474561,7.592774732132074,1.0,0.7457627118644068,0.8179252501386403,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000003750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-3.75e-06,6.0,-2.268062e-05,-3.766487e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-4.5e-06,6.0,-3.662728e-07,2.239425e-05,2521,,,False,low_overlap,0.01614076132523342,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-4.5e-06,6.0,-2.26824e-05,2.239175e-05,5000,,,True,ok,0.9870867766650456,2.239175e-05,2.925883707760925,0.6899958007290168,1.0,0.8553615960099751,0.5962586446228161,0.8553615960099751,1.3155153125000002e-05,0.5864661654135338,1058.4659811453616,True,False,1.9009728087320967,1.0,1.0,odd_integral,0.10721200974728845,7.49924036308129,1.0,0.7531914893617021,0.806180435577384,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000004500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-4.5e-06,6.0,-2.268154e-05,-3.766487e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-5.25e-06,6.0,-3.6729e-07,2.239455e-05,2520,,,False,low_overlap,0.01619744254836296,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-5.25e-06,6.0,-2.268276e-05,2.239501e-05,5001,,,True,ok,0.9871659438951198,2.239501e-05,3.0330879745043577,0.6910913259789644,1.0,0.9476309226932669,0.2963766383149846,0.9476309226932669,1.3157068374999999e-05,0.5864661654135339,1115.4321891489258,True,False,1.8899158706604005,1.0,1.0,odd_integral,0.11180936581138727,7.860613587509154,1.0,0.9106382978723404,0.43433566584925765,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000005250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-5.25e-06,6.0,-2.267976e-05,-3.760384e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6e-06,6.0,-3.658659e-07,2.23945e-05,2520,,,False,low_overlap,0.016169226208323367,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6e-06,6.0,-2.268276e-05,2.239358e-05,5001,,,True,ok,0.9870867893887288,2.239358e-05,3.051413166881498,0.6912337368908446,1.0,0.9925187032418953,0.0635893828675493,0.9925187032418953,1.3156228250000002e-05,0.5864661654135339,1149.6821048322463,True,False,1.8880552928564152,1.0,1.0,odd_integral,0.12203526142459865,7.909639148052746,1.0,0.9872340425531915,0.09861703860006282,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6e-06,6.0,-2.267986e-05,-3.771574e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6.75e-06,6.0,-3.662219e-07,2.23943e-05,2521,,,False,low_overlap,0.016090821401565612,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6.75e-06,6.0,-2.26823e-05,2.239257e-05,5000,,,True,ok,0.9871343605021176,2.239257e-05,3.004828442371742,0.6908654181998836,1.0,0.9950124688279302,0.04531945001423227,0.9950124688279302,1.3155634875000001e-05,0.5864661654135339,1102.4216362262387,True,False,1.8926234236832569,1.0,1.0,odd_integral,0.12404544471270128,7.53673271635872,1.0,0.9914893617021276,0.07074940739713899,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000006750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-6.75e-06,6.0,-2.268001e-05,-3.764453e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000007500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-06,6.0,-3.668323e-07,2.239542e-05,2521,,,False,low_overlap,0.016138160139428703,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000007500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-06,6.0,-2.268251e-05,2.239196e-05,5000,,,True,ok,0.9871111728753058,2.239196e-05,3.0689063454124215,0.6915215476207487,1.0,0.8478802992518704,0.6151195339906941,0.8478802992518704,1.31552765e-05,0.5864661654135339,1043.9706426461596,True,False,1.8865828179461526,1.0,1.0,odd_integral,0.11532528720775438,7.756167732459811,1.0,0.7404255319148936,0.826103559888341,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000007500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-7.5e-06,6.0,-2.267976e-05,-3.762418e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000008250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-8.25e-06,6.0,-3.668323e-07,2.239506e-05,2521,,,False,low_overlap,0.01615838684493027,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000008250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-8.25e-06,6.0,-2.268266e-05,2.239155e-05,5000,,,True,ok,0.9870576130136001,2.239155e-05,2.9336685957916653,0.6901793276853715,1.0,0.9177057356608479,0.4102120280314546,0.9177057356608479,1.2483289125e-05,0.556390977443609,1048.0944213526293,True,False,1.8999937065587014,1.0,1.0,odd_integral,0.046891831338437995,6.614978025247706,1.0,0.852017937219731,0.6047672921996362,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000008250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-8.25e-06,6.0,-2.267981e-05,-3.759875e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9e-06,6.0,-3.660185e-07,2.239486e-05,2521,,,False,low_overlap,0.01611310020471673,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9e-06,6.0,-2.268266e-05,2.239196e-05,5000,,,True,ok,0.987086615228048,2.239196e-05,2.9157492975981887,0.6900021753153454,1.0,0.9476309226932669,0.2963766383149846,0.9476309226932669,1.3099296599999999e-05,0.5839598997493735,1052.618318221063,True,False,1.901830755785197,1.0,1.0,odd_integral,0.09951950140303387,7.451142024048519,1.0,0.9102564102564102,0.43561337348743234,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9e-06,6.0,-2.267986e-05,-3.758349e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9.75e-06,6.0,-3.667814e-07,2.239613e-05,2521,,,False,low_overlap,0.016167212865055097,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9.75e-06,6.0,-2.268159e-05,2.239257e-05,5000,,,True,ok,0.9871601742530429,2.239257e-05,2.7809466765977273,0.688463721411376,1.0,0.8229426433915212,0.6735971392081581,0.8229426433915212,1.3099653450000001e-05,0.5839598997493735,982.6852237799511,True,False,1.9168960915949291,1.0,1.0,odd_integral,0.0969911557588078,6.951044337808447,1.0,0.6965811965811965,0.8854299562308489,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000009750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-9.75e-06,6.0,-2.267935e-05,-3.763944e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000010500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.05e-05,6.0,-3.668831e-07,2.239455e-05,2521,,,False,low_overlap,0.016140836065224363,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000010500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-1.05e-05,6.0,-2.268164e-05,2.239277e-05,5000,,,True,ok,0.9872319165686142,2.239277e-05,2.7334751395618713,0.6878786647945628,1.0,0.9875311720698254,0.09674804733780754,0.9875311720698254,1.3099770450000001e-05,0.5839598997493735,1002.5514979271246,True,False,1.9220902873000345,1.0,1.0,odd_integral,0.1046265047539542,6.733627160015029,1.0,0.9786324786324786,0.14905143775162277,1.0,1.0,0.0,False,False,1.4
