file_id,branch_id,branch_dir,condition_group,condition_value,pipeline_version,I_min,I_max,N_points,meta_freq_Hz,meta_vpp,parity_valid,parity_reason,f_overlap,I_max_common,odd_ratio_L1,odd_energy_L2,odd_sign_mode,odd_sign_consistency,odd_sign_entropy,odd_sign_pos_fraction,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,phi0_proxy,phi0_sign,phi0_confidence,phi0_method,odd_ratio_pre,odd_ratio_post,odd_sign_mode_pre,odd_sign_consistency_pre,odd_sign_entropy_pre,odd_sign_mode_post,odd_sign_consistency_post,odd_sign_entropy_post,parity_lock_flag,parity_flip_at_knee,meta_temp_K
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000002250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,2.25e-06,6.0,-2.267935e-05,-3.769031e-07,2478,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,3e-06,6.0,-3.659676e-07,2.239399e-05,2521,,,False,low_overlap,0.016125449152208576,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,3e-06,6.0,-2.268337e-05,2.239211e-05,5000,,,True,ok,0.98700946441366,2.239211e-05,2.9760443929098277,0.6905288547484164,1.0,0.9351620947630923,0.3463574858305196,0.9351620947630923,1.3323305450000001e-05,0.5939849624060151,1132.6161538059182,True,False,1.8956051386300117,1.0,1.0,odd_integral,0.12647339680189218,7.662429617363236,1.0,0.8907563025210085,0.49763049843791557,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,3e-06,6.0,-2.268006e-05,-3.761401e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,3.75e-06,6.0,-3.662728e-07,2.239379e-05,2521,,,False,low_overlap,0.01614182630651015,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,3.75e-06,6.0,-2.268154e-05,2.239196e-05,5000,,,True,ok,0.9870062994051853,2.239196e-05,3.0465948694079326,0.6911530325003382,1.0,0.9950124688279302,0.04531945001423227,0.9950124688279302,1.33232162e-05,0.5939849624060152,1199.4778402672664,True,False,1.8885372132051195,1.0,1.0,odd_integral,0.1363641843462959,7.936181366148891,1.0,0.9915966386554622,0.07001205049536122,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000003750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,3.75e-06,6.0,-2.268108e-05,-3.76191e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000004500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,4.5e-06,6.0,-3.667814e-07,2.239475e-05,2521,,,False,low_overlap,0.016155896933669256,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000004500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,4.5e-06,6.0,-2.268256e-05,2.239231e-05,5000,,,True,ok,0.9870133115238933,2.239231e-05,2.9341723904300125,0.6900593664691955,1.0,0.9750623441396509,0.16833130252462516,0.9750623441396509,1.3379405225e-05,0.5964912280701755,1213.6356561532175,True,False,1.89987995475666,1.0,1.0,odd_integral,0.12757471760054398,7.895629864171916,1.0,0.9581589958158996,0.2506703710641219,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000004500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,4.5e-06,6.0,-2.267981e-05,-3.770048e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000005250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,5.25e-06,6.0,-3.668323e-07,2.239536e-05,2521,,,False,low_overlap,0.01620795930968074,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000005250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,5.25e-06,6.0,-2.26822e-05,2.239175e-05,5000,,,True,ok,0.986994675036257,2.239175e-05,2.7520722568985945,0.6880317971221207,1.0,0.8054862842892768,0.7108188812245135,0.8054862842892768,1.3379070625000001e-05,0.5964912280701754,1186.1237840372905,True,False,1.9204296409988373,1.0,1.0,odd_integral,0.1180370851107752,7.166958144116268,1.0,0.6736401673640168,0.9111639190782017,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000005250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,5.25e-06,6.0,-2.267925e-05,-3.772591e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,6e-06,6.0,-3.664254e-07,2.239445e-05,2521,,,False,low_overlap,0.016125265991632703,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,6e-06,6.0,-2.268246e-05,2.239175e-05,5000,,,True,ok,0.9870195049567814,2.239175e-05,2.6529725226841636,0.686827867880297,1.0,0.9750623441396509,0.16833130252462516,0.9750623441396509,1.3379070625000001e-05,0.5964912280701754,1207.465714358247,True,False,1.9319059230304163,1.0,1.0,odd_integral,0.11440374499424133,6.764468171765585,1.0,0.9581589958158996,0.2506703710641219,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,6e-06,6.0,-2.268052e-05,-3.766996e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,6.75e-06,6.0,-3.669848e-07,2.23944e-05,2521,,,False,low_overlap,0.016182200092729474,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,6.75e-06,6.0,-2.268205e-05,2.239206e-05,5000,,,True,ok,0.9870799693937443,2.239206e-05,2.796783011321705,0.6886930790129762,1.0,0.9900249376558603,0.08062776993184269,0.9900249376558603,1.3435236e-05,0.5989974937343359,1243.0448364310812,True,False,1.9148055361436807,1.0,1.0,odd_integral,0.13150444403386669,7.289106830966716,1.0,0.9833333333333333,0.12229159706937494,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000006750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,6.75e-06,6.0,-2.268118e-05,-3.770556e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000007500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,7.5e-06,6.0,-3.667814e-07,2.239455e-05,2521,,,False,low_overlap,0.01614475698308043,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000007500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,7.5e-06,6.0,-2.26823e-05,2.23915e-05,5000,,,True,ok,0.9870533961336514,2.23915e-05,2.8444607470038927,0.6893426593075671,1.0,0.995,0.04541469233379413,0.995,1.34349e-05,0.5989974937343359,1187.7778405522163,True,False,1.909485583819052,1.0,1.0,odd_integral,0.12765550424669794,7.468141400808394,1.0,0.9916317991631799,0.06976994610255872,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000007500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,7.5e-06,6.0,-2.267996e-05,-3.756315e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000008250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,8.25e-06,6.0,-3.665779e-07,2.23944e-05,2521,,,False,low_overlap,0.01614581648009581,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000008250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,8.25e-06,6.0,-2.268184e-05,2.239074e-05,5000,,,True,ok,0.9869971183042889,2.239074e-05,2.874784804903467,0.6898299308845326,1.0,0.9975062344139651,0.02515798777689029,0.9975062344139651,1.3434444e-05,0.5989974937343359,1232.4740839467595,True,False,1.90617544544784,1.0,1.0,odd_integral,0.12149086155348413,7.545259754820188,1.0,0.9958333333333333,0.038944065994356306,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000008250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,8.25e-06,6.0,-2.267971e-05,-3.763944e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,9e-06,6.0,-3.657133e-07,2.239379e-05,2521,,,False,low_overlap,0.016131523128502082,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,9e-06,6.0,-2.268281e-05,2.239114e-05,5000,,,True,ok,0.9869374204700886,2.239114e-05,2.8569769845422637,0.6898094502540809,1.0,0.9925187032418953,0.0635893828675493,0.9925187032418953,1.349066185e-05,0.6015037593984962,1202.6599366666394,True,False,1.9081243010168332,1.0,1.0,odd_integral,0.12057116991797559,7.553223125059088,1.0,0.9875518672199171,0.09661748905380357,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,9e-06,6.0,-2.268001e-05,-3.769539e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,9.75e-06,6.0,-3.664762e-07,2.239364e-05,2521,,,False,low_overlap,0.016151129366526913,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,9.75e-06,6.0,-2.26823e-05,2.239175e-05,5000,,,True,ok,0.9869772464120151,2.239175e-05,2.814712876618802,0.6894904239980228,1.0,0.9875311720698254,0.09674804733780754,0.9875311720698254,1.2931235625e-05,0.5764411027568922,1035.6950907530863,True,False,1.9127991307583216,1.0,1.0,odd_integral,0.06425135466777801,6.6457820704544845,1.0,0.9783549783549783,0.15057983803826888,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000009750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,9.75e-06,6.0,-2.267996e-05,-3.75428e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000010500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.05e-05,6.0,-3.653572e-07,2.23944e-05,2521,,,False,low_overlap,0.016135666914892068,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000010500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.05e-05,6.0,-2.268327e-05,2.239252e-05,5000,,,True,ok,0.9870719395914226,2.239252e-05,2.8392786846088787,0.6899415495558384,1.0,0.9950124688279302,0.04531945001423227,0.9950124688279302,1.29876616e-05,0.5789473684210527,1110.0097161453268,True,False,1.9100481004505776,1.0,1.0,odd_integral,0.061825226439463775,6.8419113334577135,1.0,0.9913793103448276,0.0715037894499585,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000010500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.05e-05,6.0,-2.267986e-05,-3.76547e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000011250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.125e-05,6.0,-3.664254e-07,2.239486e-05,2520,,,False,low_overlap,0.01616468061371305,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000011250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.125e-05,6.0,-2.268271e-05,2.239318e-05,5001,,,True,ok,0.9870428128528569,2.239318e-05,2.947959541206463,0.6912896525258166,1.0,0.9875311720698254,0.09674804733780754,0.9875311720698254,1.3044027349999999e-05,0.5814536340852129,1062.9507390451472,True,False,1.8984604741383129,1.0,1.0,odd_integral,0.055921246811903455,7.251325789759906,1.0,0.9785407725321889,0.14955711588175696,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000011250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.125e-05,6.0,-2.268052e-05,-3.749703e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.2e-05,6.0,-3.6729e-07,2.239445e-05,2521,,,False,low_overlap,0.016170218890087386,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.2e-05,6.0,-2.268235e-05,2.239196e-05,5000,,,True,ok,0.9870757852996482,2.239196e-05,2.836550592547887,0.6903002194020937,1.0,0.8453865336658354,0.6212660891800903,0.8453865336658354,1.3099296599999999e-05,0.5839598997493735,1118.3649505379417,True,False,1.910649317868068,1.0,1.0,odd_integral,0.049465753351911466,6.973401398333391,1.0,0.7350427350427351,0.8341351937169639,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.2e-05,6.0,-2.268027e-05,-3.759367e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.275e-05,6.0,-3.66934e-07,2.239414e-05,2521,,,False,low_overlap,0.016172308181787186,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.275e-05,6.0,-2.268347e-05,2.23915e-05,5000,,,True,ok,0.9869246618676661,2.23915e-05,2.8035418585981833,0.690100172742919,1.0,0.830423940149626,0.6567340637622685,0.830423940149626,1.33229425e-05,0.5939849624060151,1046.7666845781619,True,False,1.9143635458804125,1.0,1.0,odd_integral,0.05449801186857337,6.9877565396223025,1.0,0.7142857142857143,0.8631205685666311,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000012750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.275e-05,6.0,-2.268088e-05,-3.762418e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000013500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.35e-05,6.0,-3.65459e-07,2.239425e-05,2521,,,False,low_overlap,0.016108556368538,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000013500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.35e-05,6.0,-2.268281e-05,2.239216e-05,5000,,,True,ok,0.9870047887699899,2.239216e-05,2.746546128320649,0.6895661068573243,1.0,0.970074812967581,0.1940165356611984,0.970074812967581,1.33793156e-05,0.5964912280701754,1640.8152718114513,True,False,1.920619875898162,1.0,1.0,odd_integral,0.056342953058202506,6.82869490516612,1.0,0.9497907949790795,0.287284981103378,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000013500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.35e-05,6.0,-2.268078e-05,-3.759875e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000014250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.425e-05,6.0,-3.673409e-07,2.239374e-05,2521,,,False,low_overlap,0.01615541882990205,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000014250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.425e-05,6.0,-2.268205e-05,2.239196e-05,5001,,,True,ok,0.9870935886419798,2.239196e-05,2.6135957280896736,0.6879215719954087,1.0,0.970074812967581,0.1940165356611984,0.970074812967581,1.3435175999999999e-05,0.5989974937343359,1964.2489012522494,True,False,1.9369073424465264,1.0,1.0,odd_integral,0.05732998080666793,6.570667142488324,1.0,0.95,0.2863969571159563,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000014250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.425e-05,6.0,-2.267935e-05,-3.766996e-07,2478,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000015000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.5e-05,6.0,-3.668323e-07,2.239445e-05,2521,,,False,low_overlap,0.01615688576170127,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000015000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.5e-05,6.0,-2.268113e-05,2.239201e-05,5000,,,True,ok,0.9871265197849091,2.239201e-05,2.6209033398935793,0.6881179587384736,1.0,0.9800498753117207,0.14116041551319367,0.9800498753117207,1.3435206e-05,0.5989974937343359,2443.0288281103453,True,False,1.9359505310441332,1.0,1.0,odd_integral,0.0565433374325712,6.6184591521525835,1.0,0.9666666666666667,0.21084230031853216,1.0,1.0,0.0,False,False,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000015000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.5e-05,6.0,-2.267991e-05,-3.764962e-07,2479,,,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[0.000015750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,1.575e-05,6.0,-3.662219e-07,2.239379e-05,2521,,,False,low_overlap,0.01609844176347504,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
