statistic,null_model,observed,null_mean,null_std,z_score,n,pipeline_version
deltaG,phase_scramble,0.4173481935868342,0.0171723427839886,0.0421569958269591,9.492513471439914,100,5.5
knee_alignment_gain,phase_scramble,1.0024161320350011,1.0040722742816612,0.0031085633519369,-0.5327677319582835,100,5.5
knee_alignment_gain_coherence,phase_scramble,1.0,1.0162113007589846,0.0220855166874145,-0.7340240660171011,100,5.5
deltaG,pair_breaking,0.4173481935868342,0.4601219742982709,0.0058143505939486,-7.356587811535489,100,5.5
knee_alignment_gain,pair_breaking,1.0024161320350011,1.0024711889204616,0.0031089679641751,-0.0177090552539956,100,5.5
knee_alignment_gain_coherence,pair_breaking,1.0,1.0,0.0,,100,5.5
deltaG,local_shuffle,0.4173481935868342,0.1838833126215125,0.0039332237089992,59.3571325300299,100,5.5
knee_alignment_gain,local_shuffle,1.0024161320350011,1.006832275087405,0.0020726840678132,-2.130639744369288,100,5.5
knee_alignment_gain_coherence,local_shuffle,1.0,1.0,0.0,,100,5.5
