file_id,segment_id,segment_dir,condition_group,condition_value,pipeline_version,I_min,I_max,N_points,dominant_direction,direction_pos_frac,direction_neg_frac,parity_valid,parity_reason,f_overlap,odd_energy_L2,odd_ratio_pre,odd_ratio_post,I_knee,I_knee_norm,knee_score,knee_valid,knee_edge_flag,coherence_gradient_pre,coherence_gradient_post,delta_coherence_gradient,odd_energy_pre_median,odd_energy_post_median,odd_flatness_pre_median,odd_flatness_post_median,corr_pm_pre_median,corr_pm_post_median,window_count_pre,window_count_post,knee_alignment_gain_odd_ratio_post,knee_alignment_gain_coherence_post
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000222000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000222,5.5,-2.268296e-05,-3.760893e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000222750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022275,5.5,-3.66934e-07,2.239445e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161921615596406,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000222750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022275,5.5,-2.268322e-05,2.239379e-05,4999,decreasing,0.0,1.0,True,ok,0.9870409308734468,0.7963092744889431,0.0431995749263252,6.160931001218263,1.265249135e-05,0.5639097744360902,2740.93094470091,True,False,0.0922695836028048,0.2062210599255457,0.1139514763227409,0.0199737272071265,0.8363693659300551,0.9992196024971888,0.1827407613609647,-0.1023996738426917,-0.9991889160698568,25.0,6.0,1.0053148570393218,0.9540607041333052
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000222750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022275,5.5,-2.267727e-05,-3.764962e-07,2476,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000223500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002235,5.5,-3.6729e-07,2.23945e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161865987344438,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000223500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002235,5.5,-2.268378e-05,2.239135e-05,4998,decreasing,0.0,1.0,True,ok,0.986940058276218,0.8007650899370327,0.0480376632823301,6.348985570725112,1.265111275e-05,0.5639097744360902,2856.217356882619,True,False,0.0888957999345595,0.2017152748072173,0.1128194748726578,0.0367971671114557,0.8403948712596414,0.9987874742906075,0.1804971975265978,-0.1165958069964318,-0.9994409232884974,25.0,6.0,0.9977350755803256,0.970558185768944
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000223500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002235,5.5,-2.268342e-05,-3.754789e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000224250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022425,5.5,-3.654081e-07,2.239491e-05,2518,increasing,1.0,0.0,False,low_overlap,0.0161202795235631,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000224250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022425,5.5,-2.268383e-05,2.239486e-05,5000,decreasing,0.0,1.0,True,ok,0.9871216147661606,0.7973136521077991,0.0452351110705217,6.20831906960824,1.26530959e-05,0.5639097744360902,2773.388762695932,True,False,0.0869584167367292,0.2049382177506224,0.1179798010138931,0.024800866356365,0.8373884431781538,0.9996548985000508,0.1842774121151503,-0.0493892552478983,-0.9993647088809708,25.0,6.0,0.9956092399350938,0.9828719248821386
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000224250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022425,5.5,-2.268347e-05,-3.762418e-07,2482,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000225000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000225,5.5,-3.669848e-07,2.239506e-05,2518,increasing,1.0,0.0,False,low_overlap,0.0161827416182396,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000225000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000225,5.5,-2.268357e-05,2.239302e-05,4999,decreasing,0.0,1.0,True,ok,0.987035845010284,0.7969267786230623,0.040999176633883,6.173792980132032,1.2652056299999998e-05,0.5639097744360901,2767.759663919274,True,False,0.1003582956878012,0.2029688582706393,0.1026105625828381,0.0118875650994255,0.8364822331782376,0.9989645277753147,0.1870949831117978,-0.1318608526867837,-0.9990411794383522,25.0,6.0,1.019826962372128,0.9300607881176318
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000225000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000225,5.5,-2.2682e-05,-3.758349e-07,2479,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000225750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022575,5.5,-3.664762e-07,2.239486e-05,2517,increasing,1.0,0.0,False,low_overlap,0.016187173169014,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000225750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022575,5.5,-2.268322e-05,2.239475e-05,4999,decreasing,0.0,1.0,True,ok,0.9871162873419714,0.7961074896189951,0.0415381350054867,6.121771765329774,1.265303375e-05,0.5639097744360901,2761.62858768918,True,False,0.0981552088258554,0.2058705357855083,0.1077153269596528,0.0135350484672492,0.8363297554272683,0.9980802416174944,0.1842993069725426,-0.1559525324087387,-0.9988991396838816,25.0,6.0,0.9989405521649892,0.9636723737285796
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000225750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022575,5.5,-2.268291e-05,-3.774625e-07,2482,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000226500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002265,5.5,-3.665271e-07,2.239491e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161676903607433,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000226500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002265,5.5,-2.268347e-05,2.239394e-05,5000,decreasing,0.0,1.0,True,ok,0.9870074252925446,0.7947018110461823,0.0427904971098013,6.103716669513642,1.26525761e-05,0.5639097744360901,2694.662834267011,True,False,0.0901871108857142,0.2072537663625953,0.1170666554768811,0.0225174186536415,0.8353792336143337,0.9991522673504992,0.1818365107938326,-0.0308330610310892,-0.99920937216231,25.0,6.0,0.99753258558297,0.9623997934288387
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000226500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002265,5.5,-2.268235e-05,-3.766996e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000227250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022725,5.5,-3.666797e-07,2.239496e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161624464242992,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000227250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022725,5.5,-2.268363e-05,2.239445e-05,4999,decreasing,0.0,1.0,True,ok,0.9870207637428912,0.7909874823488557,0.0517455174347194,5.911364528660449,1.265286425e-05,0.5639097744360901,2770.7026931498067,True,False,0.0757079005268448,0.2148357755059162,0.1391278749790714,0.049711504295948,0.8304566241204551,0.9993381822681606,0.182997214686309,0.0415315671997042,-0.9993289462440342,25.0,6.0,0.9959835616450152,0.9694223678141708
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000227250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022725,5.5,-2.268327e-05,-3.766487e-07,2482,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000228000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000228,5.5,-3.66934e-07,2.23946e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161897446790165,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000228000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000228,5.5,-2.268332e-05,2.239409e-05,5000,decreasing,0.0,1.0,True,ok,0.9870897074058138,0.7982739714891385,0.0516997656194291,6.040697298651424,1.265266085e-05,0.5639097744360902,2798.669155880493,True,False,0.0850887908457947,0.1962546575527268,0.1111658667069321,0.0460245342015276,0.8331706740654923,0.9995600318277632,0.1832887821175554,0.1250004305846664,-0.9989145344227608,25.0,6.0,1.016837797975921,0.9259833438275236
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000228000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000228,5.5,-2.267976e-05,-3.770556e-07,2478,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000228750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022875,5.5,-3.676461e-07,2.23946e-05,2518,increasing,1.0,0.0,False,low_overlap,0.0162202355582689,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000228750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022875,5.5,-2.268317e-05,2.239409e-05,5001,decreasing,0.0,1.0,True,ok,0.9871095466314488,0.7912481909026174,0.0396072857792187,5.828784068051462,1.265266085e-05,0.5639097744360902,2673.0099777360483,True,False,0.0999445150484336,0.1925879330500226,0.0926434180015889,0.0091542089793645,0.8283415380615236,0.9992797544902086,0.1860174414145375,-0.0601615346885718,-0.9991411246192076,25.0,6.0,0.9961606556358836,0.9012971470816202
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000228750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00022875,5.5,-2.268307e-05,-3.769031e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000229500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002295,5.5,-3.676969e-07,2.239445e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0162049554519586,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000229500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002295,5.5,-2.268332e-05,2.23944e-05,5000,decreasing,0.0,1.0,True,ok,0.9870699399522016,0.788552551460621,0.0387277690521591,5.841630536049863,1.2652836e-05,0.5639097744360902,2652.3636126877327,True,False,0.0942250072961381,0.2034651988195287,0.1092401915233905,0.0112705446638557,0.8287406595425586,0.9993642300222786,0.1841411965879079,-0.0727628899228717,-0.9991977346614598,25.0,6.0,0.9986447010991576,0.924723197891739
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000229500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002295,5.5,-2.267976e-05,-3.762418e-07,2478,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000230250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023025,5.5,-3.666797e-07,2.23946e-05,2520,increasing,1.0,0.0,False,low_overlap,0.0161535830221869,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000230250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023025,5.5,-2.268307e-05,2.239389e-05,5000,decreasing,0.0,0.9995999199839968,True,ok,0.987102519830816,0.795849262328302,0.0409306934885633,6.135027454149099,1.2652547849999998e-05,0.5639097744360902,2771.3110345579403,True,False,0.0995838249108568,0.2042052336169236,0.1046214087060667,0.0106027376727386,0.8358299172039912,0.9997586183138004,0.1864277828558763,0.1175470876366076,-0.9990717788810612,25.0,6.0,0.9976895108227082,0.936899061248434
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000230250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023025,5.5,-2.268235e-05,-3.764453e-07,2480,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000231000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000231,5.5,-3.670866e-07,2.239567e-05,2518,increasing,1.0,0.0,False,low_overlap,0.0161855345764181,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000231000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000231,5.5,-2.268352e-05,2.239491e-05,5000,decreasing,0.0,1.0,True,ok,0.987032347533701,0.8004752407378433,0.0433010351179563,6.323787791027487,1.265312415e-05,0.5639097744360901,2681.795262078072,True,False,0.0941494388016813,0.2027315440591856,0.1085821052575043,0.0208863497356061,0.8398221110457601,0.9991877371588724,0.1829788671156273,0.1107749465284272,-0.9990769703633748,25.0,6.0,1.0099008471835405,0.9434421499970228
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000231000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000231,5.5,-2.268261e-05,-3.76547e-07,2480,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000231750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023175,5.5,-3.660185e-07,2.239511e-05,2518,increasing,1.0,0.0,False,low_overlap,0.016101782129233,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000231750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023175,5.5,-2.268327e-05,2.239124e-05,4996,decreasing,0.0,1.0,True,ok,0.9869373642469218,0.8014699605963368,0.0458040301110996,6.376813174487789,1.26510506e-05,0.5639097744360901,2805.430546151052,True,False,0.0893007668057583,0.206151205788454,0.1168504389826956,0.0253596192408082,0.8409258910737758,0.9990873617299924,0.1836561486637558,0.0137276369115363,-0.999309595317164,25.0,6.0,1.0348326267118717,0.3727769286798635
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000231750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023175,5.5,-2.26821e-05,-3.751737e-07,2479,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000232500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002325,5.5,-3.665779e-07,2.239526e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161498495733583,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000232500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002325,5.5,-2.26823e-05,2.23944e-05,4998,decreasing,0.0,1.0,True,ok,0.9871371336122792,0.8003131179745453,0.0494047001458151,6.320101811176755,1.2652836e-05,0.5639097744360902,2832.911808308448,True,False,0.0809533271153818,0.2062467659920258,0.1252934388766439,0.0410947951809391,0.8399431538484207,0.9996007759008712,0.1830370619238929,0.0896557859172291,-0.999272979058926,25.0,6.0,0.991642276041945,0.984023870211301
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000232500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002325,5.5,-2.268276e-05,-3.75428e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000233250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023325,5.5,-3.661202e-07,2.239536e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161440580168153,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000233250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023325,5.5,-2.268286e-05,2.23947e-05,4999,decreasing,0.0,1.0,True,ok,0.9872033566286514,0.8068467967987812,0.0537556492951645,6.53214991534259,1.26530055e-05,0.5639097744360902,2863.911785126484,True,False,0.0792877796652835,0.2128295433983363,0.1335417637330527,0.0498337906317194,0.844934339967714,0.999536342960432,0.1849958585214381,0.1801165674681412,-0.9992160238194144,25.0,6.0,1.0179703803922509,1.0
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000233250],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023325,5.5,-2.268317e-05,-3.762927e-07,2480,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000234000],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000234,5.5,-3.663236e-07,2.239475e-05,2519,increasing,1.0,0.0,False,low_overlap,0.0161501079965465,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000234000],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000234,5.5,-2.268368e-05,2.239445e-05,5000,decreasing,0.0,1.0,True,ok,0.9871076501971084,0.8115016354727212,0.0589290479536217,6.693596053518391,1.265286425e-05,0.5639097744360901,2861.723616889217,True,False,0.0745175409381764,0.2131632639398192,0.1386457230016428,0.0573643478082474,0.8482265263156935,0.9987299724910504,0.1824616799359782,-0.0736436155098619,-0.9990767915243716,25.0,6.0,1.0365339227896966,0.3743248826232283
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000234000],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.000234,5.5,-2.268271e-05,-3.76547e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000234750],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023475,5.5,-3.666797e-07,2.239404e-05,2518,increasing,1.0,0.0,False,low_overlap,0.0161593059510341,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000234750],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023475,5.5,-2.268312e-05,2.239369e-05,4999,decreasing,0.0,1.0,True,ok,0.9871075707223428,0.8039481085825984,0.0572560201411812,6.356486762254402,1.265243485e-05,0.5639097744360902,2967.903715431189,True,False,0.0686725311028733,0.2143440641846078,0.1456715330817344,0.0541445656237222,0.8400958977461825,0.9991811651597144,0.1842835518995642,0.156909306371005,-0.9992166580532488,25.0,6.0,1.0204415180062607,0.5392337339026815
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000234750],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023475,5.5,-2.268291e-05,-3.759367e-07,2481,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000235500],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002355,5.5,-3.658659e-07,2.239501e-05,2517,increasing,1.0,0.0,False,low_overlap,0.0161017072003933,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000235500],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002355,5.5,-2.268342e-05,2.239155e-05,4996,decreasing,0.0,1.0,True,ok,0.9869328529197084,0.7891185086516209,0.0556883391683697,5.802955343800657,1.2707204625e-05,0.5664160401002506,2662.489617876792,True,False,0.0661480901793704,0.2152114742899974,0.149063384110627,0.0524499122282784,0.8256223372574916,0.999387027252644,0.1850942236187658,-0.1355774742219456,-0.9991974320206096,25.0,6.0,1.007232596025417,0.9199730319843504
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000235500],2,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.0002355,5.5,-2.267986e-05,-3.774117e-07,2478,increasing,1.0,0.0,False,missing_sign,,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000236250],0,up,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023625,5.5,-3.667814e-07,2.239516e-05,2519,increasing,0.999602859412232,0.0,False,low_overlap,0.0161262919317639,,,,,,,,,,,,,,,,,,,,,
D4.2__Fig 2__SQUID_data__IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103__IVB__T_1p40K[-0.000236250],1,down,IVB_BS30_A1S1_I_coil_+-0.3mA_fine_284mK_191103,-0.00023625,5.5,-2.268317e-05,2.239419e-05,5000,decreasing,0.0,1.0,True,ok,0.9871052166693552,0.789539999476474,0.0541376896228137,5.786938664272104,1.2708702825e-05,0.5664160401002506,2715.491551608478,True,False,0.0695908181384529,0.209500117117997,0.139909298979544,0.0489078897168167,0.8257222111171719,0.9995476292630638,0.181492396608052,-0.0192431958964285,-0.9990488505304878,25.0,6.0,0.9991680984673966,0.9302046506310038
